age,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,mental_health_risk_score,sleep_quality,digital_wellbeing_flag,total_screen_exposure,sleep_efficiency,high_social_media_usage,active_lifestyle,risk_category,sleep_quality_encoded,gender_male
15,7.2,5.7,0.7,3.89,1.0,medium,1,3,6,10,Poor,Moderate,7.9,3.3529411764705883,1,1,low,0,True
18,7.9,7.0,2.7,3.9,1.0,medium,1,2,10,13,Fair,At Risk,10.600000000000001,1.8918918918918919,1,1,low,1,True
14,5.1,5.3,2.3,2.31,0.2,high,3,3,6,12,Poor,Moderate,7.3999999999999995,1.6060606060606062,1,0,low,0,False
15,6.4,7.7,0.7,3.86,1.5,high,10,2,7,19,Fair,Moderate,7.1000000000000005,4.529411764705882,1,1,medium,1,False
16,4.4,4.2,2.0,3.89,1.1,medium,2,9,8,19,Poor,Moderate,6.4,1.4000000000000001,0,1,medium,0,False
16,7.0,7.4,2.6,2.92,1.0,medium,10,6,3,19,Fair,At Risk,9.6,2.055555555555556,1,1,medium,1,True
17,7.8,5.7,1.2,3.72,1.2,high,10,2,6,18,Poor,Moderate,9.0,2.590909090909091,1,1,medium,0,False
14,5.0,6.2,1.0,2.0,1.5,low,5,6,1,12,Fair,Moderate,6.0,3.1,0,1,low,1,False
17,6.6,5.3,1.1,3.5,1.7,medium,1,10,7,18,Poor,Moderate,7.699999999999999,2.5238095238095237,1,1,medium,0,True
18,2.6,8.6,2.7,3.28,0.8,high,5,4,6,15,Good,Moderate,5.300000000000001,2.324324324324324,0,0,medium,2,True
13,5.8,4.4,1.8,3.8,1.0,high,2,2,1,5,Poor,Moderate,7.6,1.5714285714285716,1,1,low,0,False
14,5.6,6.8,2.3,2.66,1.1,high,7,6,2,15,Fair,Moderate,7.8999999999999995,2.0606060606060606,1,1,medium,1,False
18,4.6,4.3,2.9,2.95,0.6,medium,7,9,8,24,Poor,Moderate,7.5,1.1025641025641026,0,0,high,0,True
19,1.4,4.7,0.5,3.57,1.7,high,1,5,6,12,Poor,Healthy,1.9,3.1333333333333333,0,1,low,0,True
13,2.9,8.2,2.3,2.48,0.9,low,5,8,9,22,Good,Moderate,5.199999999999999,2.484848484848485,0,0,high,2,False
16,7.9,6.3,2.7,2.88,0.2,high,2,7,5,14,Fair,At Risk,10.600000000000001,1.7027027027027026,1,0,medium,1,False
13,3.5,6.8,2.3,2.28,1.0,low,7,2,6,15,Fair,Moderate,5.8,2.0606060606060606,0,1,medium,1,True
14,3.8,7.9,1.2,3.24,1.6,high,6,10,5,21,Fair,Healthy,5.0,3.590909090909091,0,1,high,1,False
19,2.9,8.7,0.9,2.99,0.8,medium,7,8,2,17,Good,Healthy,3.8,4.578947368421052,0,0,medium,2,True
17,3.5,4.6,0.7,3.9,0.6,high,7,3,1,11,Poor,Healthy,4.2,2.705882352941176,0,0,low,0,True
16,4.8,8.6,1.8,2.44,1.7,high,8,7,3,18,Good,Moderate,6.6,3.0714285714285716,0,1,medium,2,True
13,5.8,7.2,1.1,2.69,0.4,low,7,3,7,17,Fair,Moderate,6.9,3.4285714285714284,1,0,medium,1,True
16,6.1,7.5,2.5,3.14,0.5,low,9,6,10,25,Fair,At Risk,8.6,2.142857142857143,1,0,high,1,False
14,4.3,7.8,0.5,3.92,0.7,high,3,4,8,15,Fair,Moderate,4.8,5.2,0,0,medium,1,False
15,7.8,4.6,3.0,2.44,1.4,medium,8,10,6,24,Poor,At Risk,10.8,1.15,1,1,high,0,False
15,5.2,7.5,1.1,3.61,0.1,low,4,6,7,17,Fair,Moderate,6.300000000000001,3.571428571428571,1,0,medium,1,False
17,3.5,4.3,2.2,3.19,1.0,high,4,5,9,18,Poor,Moderate,5.7,1.3437499999999998,0,1,medium,0,True
16,6.5,4.6,1.8,2.2,1.2,low,7,4,4,15,Poor,Moderate,8.3,1.6428571428571428,1,1,medium,0,False
17,4.7,7.2,2.7,2.06,1.4,low,3,1,4,8,Fair,Moderate,7.4,1.9459459459459458,0,1,low,1,True
13,2.5,6.3,1.8,2.2,0.1,high,9,3,9,21,Fair,Healthy,4.3,2.25,0,0,high,1,True
19,5.5,7.4,2.0,2.8,1.8,high,9,8,10,27,Fair,Moderate,7.5,2.466666666666667,1,1,high,1,False
15,3.5,8.0,1.9,3.45,1.5,high,10,4,1,15,Good,Healthy,5.4,2.7586206896551726,0,1,medium,2,False
14,4.6,7.0,1.6,2.74,0.9,low,3,2,9,14,Fair,Moderate,6.199999999999999,2.692307692307692,0,0,medium,1,False
13,3.5,6.9,1.6,2.08,0.7,low,9,9,9,27,Fair,Healthy,5.1,2.6538461538461537,0,0,high,1,False
19,1.6,8.6,1.4,2.69,1.6,medium,4,3,4,11,Good,Healthy,3.0,3.5833333333333335,0,1,low,2,True
13,3.2,5.9,0.7,3.98,0.8,low,6,8,1,15,Poor,Healthy,3.9000000000000004,3.4705882352941178,0,0,medium,0,False
19,1.7,7.0,2.7,2.07,0.5,high,6,4,10,20,Fair,Moderate,4.4,1.8918918918918919,0,0,medium,1,False
14,6.4,4.3,2.3,3.99,1.1,low,7,4,3,14,Poor,At Risk,8.7,1.303030303030303,1,1,medium,0,True
13,3.3,6.4,1.0,2.49,1.0,low,9,2,4,15,Fair,Healthy,4.3,3.2,0,1,medium,1,False
18,1.2,6.8,2.6,2.85,1.8,medium,4,3,9,16,Fair,Moderate,3.8,1.8888888888888888,0,1,medium,1,True
13,2.5,7.8,1.4,3.43,0.9,medium,1,4,6,11,Fair,Healthy,3.9,3.25,0,0,low,1,False
16,2.2,5.1,2.3,3.6,1.0,high,4,7,6,17,Poor,Moderate,4.5,1.5454545454545454,0,1,medium,0,True
18,5.2,7.1,1.9,2.87,1.7,medium,5,8,6,19,Fair,Moderate,7.1,2.4482758620689653,1,1,medium,1,False
16,7.9,8.7,2.5,2.29,0.7,high,7,7,4,18,Good,At Risk,10.4,2.4857142857142853,1,0,medium,2,True
18,5.6,8.0,2.4,2.95,0.0,low,2,10,3,15,Good,Moderate,8.0,2.3529411764705883,1,0,medium,2,True
16,3.9,4.2,2.1,2.28,1.1,medium,6,5,7,18,Poor,Moderate,6.0,1.3548387096774195,0,1,medium,0,True
18,1.8,6.1,2.7,2.86,1.1,low,4,2,4,10,Fair,Moderate,4.5,1.6486486486486485,0,1,low,1,False
18,5.8,5.1,1.2,3.24,0.4,high,5,9,2,16,Poor,Moderate,7.0,2.318181818181818,1,0,medium,0,False
18,2.2,4.4,1.7,2.86,1.1,high,8,9,7,24,Poor,Healthy,3.9000000000000004,1.6296296296296298,0,1,high,0,False
17,6.9,4.6,2.5,2.04,0.8,high,10,9,2,21,Poor,At Risk,9.4,1.3142857142857143,1,0,high,0,True
14,5.7,6.7,2.6,2.35,1.8,high,10,10,7,27,Fair,Moderate,8.3,1.8611111111111112,1,1,high,1,False
17,7.5,5.6,2.3,2.37,0.0,high,3,10,8,21,Poor,At Risk,9.8,1.696969696969697,1,0,high,0,True
13,5.2,6.4,2.5,3.13,0.3,medium,8,6,7,21,Fair,Moderate,7.7,1.8285714285714287,1,0,high,1,True
16,7.2,6.9,2.1,2.32,1.1,low,3,4,10,17,Fair,At Risk,9.3,2.2258064516129035,1,1,medium,1,True
19,2.0,4.3,0.8,3.4,0.7,low,8,1,1,10,Poor,Healthy,2.8,2.388888888888889,0,0,low,0,True
13,4.7,6.8,1.4,3.91,0.8,high,10,6,9,25,Fair,Moderate,6.1,2.8333333333333335,0,0,high,1,False
14,5.6,4.5,1.4,2.44,1.2,low,5,10,9,24,Poor,Moderate,7.0,1.875,1,1,high,0,True
18,4.5,4.0,2.9,3.15,1.9,medium,8,6,5,19,Poor,Moderate,7.4,1.0256410256410258,0,1,medium,0,False
15,1.1,9.0,1.2,2.9,1.8,medium,5,10,2,17,Good,Healthy,2.3,4.090909090909091,0,1,medium,2,False
18,5.3,4.6,1.5,2.54,0.6,medium,4,3,4,11,Poor,Moderate,6.8,1.8399999999999999,1,0,low,0,False
14,3.5,5.3,2.5,2.29,0.7,low,1,10,3,14,Poor,Moderate,6.0,1.5142857142857142,0,0,medium,0,False
15,6.5,6.2,1.2,3.19,0.0,medium,6,5,2,13,Fair,Moderate,7.7,2.818181818181818,1,0,low,1,True
14,7.0,6.7,1.9,2.48,1.3,low,7,1,5,13,Fair,Moderate,8.9,2.310344827586207,1,1,low,1,True
14,4.0,4.1,0.9,2.99,1.9,low,2,9,10,21,Poor,Moderate,4.9,2.1578947368421053,0,1,high,0,False
15,1.7,5.3,1.5,3.6,1.5,high,6,4,3,13,Poor,Healthy,3.2,2.12,0,1,low,0,False
14,7.8,4.7,2.2,3.53,0.6,low,5,8,2,15,Poor,At Risk,10.0,1.46875,1,0,medium,0,False
15,5.2,6.7,3.0,3.18,0.6,low,9,7,9,25,Fair,Moderate,8.2,1.675,1,0,high,1,False
19,7.9,5.8,2.1,3.91,1.4,high,7,1,10,18,Poor,At Risk,10.0,1.8709677419354838,1,1,medium,0,False
17,5.9,6.6,1.3,2.11,1.4,low,10,4,9,23,Fair,Moderate,7.2,2.869565217391304,1,1,high,1,True
13,2.6,8.5,1.9,3.06,1.9,high,5,7,6,18,Good,Healthy,4.5,2.931034482758621,0,1,medium,2,False
18,6.3,4.8,1.2,2.91,1.3,medium,9,10,3,22,Poor,Moderate,7.5,2.1818181818181817,1,1,high,0,False
19,4.5,8.4,2.1,2.62,2.0,low,5,10,5,20,Good,Moderate,6.6,2.709677419354839,0,1,medium,2,False
19,5.3,4.7,2.8,2.82,0.3,high,1,9,6,16,Poor,Moderate,8.1,1.236842105263158,1,0,medium,0,True
13,5.2,7.4,2.5,3.93,0.8,low,4,4,8,16,Fair,Moderate,7.7,2.1142857142857143,1,0,medium,1,False
15,3.3,6.1,1.2,2.56,1.4,low,8,6,3,17,Fair,Healthy,4.5,2.7727272727272725,0,1,medium,1,True
14,1.1,5.4,1.6,3.34,1.5,medium,4,5,8,17,Poor,Healthy,2.7,2.076923076923077,0,1,medium,0,False
17,5.0,7.3,1.2,3.39,0.7,medium,9,10,8,27,Fair,Moderate,6.2,3.318181818181818,0,0,high,1,False
15,7.4,8.6,1.4,2.19,1.8,low,10,10,1,21,Good,Moderate,8.8,3.5833333333333335,1,1,high,2,False
15,7.4,8.9,2.9,3.39,1.1,high,4,9,1,14,Good,At Risk,10.3,2.2820512820512824,1,1,medium,2,False
17,6.6,5.2,2.2,2.98,0.8,high,6,8,7,21,Poor,At Risk,8.8,1.625,1,0,high,0,True
13,7.1,7.2,1.1,3.69,1.0,low,4,6,3,13,Fair,Moderate,8.2,3.4285714285714284,1,1,low,1,False
15,1.1,8.6,2.3,3.68,0.5,low,1,2,7,10,Good,Moderate,3.4,2.606060606060606,0,0,low,2,False
13,3.6,8.7,0.8,2.41,1.3,low,4,6,8,18,Good,Healthy,4.4,4.833333333333333,0,1,medium,2,False
16,5.1,4.6,1.1,2.75,1.5,medium,6,3,6,15,Poor,Moderate,6.199999999999999,2.1904761904761902,1,1,medium,0,True
19,7.3,7.8,1.0,2.91,0.8,medium,9,7,5,21,Fair,Moderate,8.3,3.9,1,0,high,1,False
13,7.7,7.5,1.4,2.24,0.1,low,5,3,3,11,Fair,Moderate,9.1,3.125,1,0,low,1,False
13,7.9,4.1,1.6,2.74,0.9,medium,9,3,5,17,Poor,Moderate,9.5,1.5769230769230766,1,0,medium,0,False
16,5.5,5.8,2.5,2.34,1.0,low,5,2,8,15,Poor,Moderate,8.0,1.657142857142857,1,1,medium,0,False
19,4.0,7.8,0.6,3.61,1.7,high,2,7,9,18,Fair,Moderate,4.6,4.875,0,1,medium,1,True
15,7.9,4.7,1.5,3.3,0.0,low,5,8,5,18,Poor,Moderate,9.4,1.8800000000000001,1,0,medium,0,False
18,5.5,8.2,0.5,3.15,1.2,medium,8,7,7,22,Good,Moderate,6.0,5.466666666666666,1,1,high,2,False
17,7.6,7.1,1.1,2.07,1.9,high,3,2,6,11,Fair,Moderate,8.7,3.3809523809523805,1,1,low,1,False
13,1.3,4.4,0.9,2.99,0.0,high,8,2,5,15,Poor,Healthy,2.2,2.3157894736842106,0,0,medium,0,True
16,7.3,7.0,2.2,2.07,1.0,medium,3,7,1,11,Fair,At Risk,9.5,2.1875,1,1,low,1,True
18,4.3,6.7,2.5,3.19,1.0,high,5,5,5,15,Fair,Moderate,6.8,1.9142857142857144,0,1,medium,1,True
16,7.1,7.7,1.9,2.24,0.6,high,8,10,5,23,Fair,Moderate,9.0,2.6551724137931036,1,0,high,1,True
14,5.7,6.4,1.9,3.3,1.3,high,6,8,5,19,Fair,Moderate,7.6,2.206896551724138,1,1,medium,1,False
18,5.2,7.3,1.7,3.33,0.9,low,7,4,9,20,Fair,Moderate,6.9,2.7037037037037033,1,0,medium,1,False
17,3.1,7.7,2.2,3.72,1.4,medium,1,5,8,14,Fair,Moderate,5.300000000000001,2.40625,0,1,medium,1,True
13,3.0,6.2,0.8,3.96,1.1,low,9,10,3,22,Fair,Healthy,3.8,3.4444444444444446,0,1,high,1,True
17,6.0,4.2,2.2,2.27,0.5,medium,1,4,5,10,Poor,At Risk,8.2,1.3125,1,0,low,0,False
13,5.9,8.6,1.9,3.88,0.2,medium,1,6,9,16,Good,Moderate,7.800000000000001,2.9655172413793105,1,0,medium,2,True
15,5.1,5.5,0.7,2.13,0.5,medium,6,10,8,24,Poor,Moderate,5.8,3.235294117647059,1,0,high,0,True
19,3.5,4.9,0.5,3.68,1.7,high,8,4,3,15,Poor,Healthy,4.0,3.266666666666667,0,1,medium,0,False
16,5.3,5.3,2.4,3.01,1.6,medium,2,9,1,12,Poor,Moderate,7.699999999999999,1.5588235294117647,1,1,low,0,True
13,4.1,7.5,1.7,3.12,2.0,medium,1,4,9,14,Fair,Moderate,5.8,2.7777777777777777,0,1,medium,1,False
18,4.1,6.7,2.1,2.5,0.1,medium,8,1,5,14,Fair,Moderate,6.199999999999999,2.161290322580645,0,0,medium,1,True
15,6.3,6.8,1.8,2.59,1.9,high,10,5,5,20,Fair,Moderate,8.1,2.428571428571429,1,1,medium,1,True
19,6.6,9.0,2.9,2.47,1.7,medium,3,7,9,19,Good,At Risk,9.5,2.307692307692308,1,1,medium,2,False
19,1.4,4.5,2.3,3.9,0.0,medium,2,8,10,20,Poor,Moderate,3.6999999999999997,1.3636363636363638,0,0,medium,0,True
19,2.4,9.0,2.4,3.13,0.5,high,5,3,3,11,Good,Moderate,4.8,2.6470588235294117,0,0,low,2,True
18,1.6,5.4,2.0,3.2,1.8,low,8,8,3,19,Poor,Moderate,3.6,1.8,0,1,medium,0,True
18,2.0,8.9,0.8,2.96,0.5,medium,6,2,2,10,Good,Healthy,2.8,4.944444444444445,0,0,low,2,True
17,7.4,7.4,2.0,3.76,1.7,high,10,1,4,15,Fair,At Risk,9.4,2.466666666666667,1,1,medium,1,False
14,1.6,4.8,2.4,2.97,1.9,low,9,9,10,28,Poor,Moderate,4.0,1.411764705882353,0,1,high,0,False
17,3.8,8.4,0.9,3.6,1.9,high,1,2,2,5,Good,Healthy,4.7,4.421052631578948,0,1,low,2,False
19,8.0,4.7,0.5,2.18,0.6,medium,8,8,6,22,Poor,Moderate,8.5,3.1333333333333333,1,0,high,0,True
13,7.8,5.9,1.5,3.31,1.9,high,10,1,10,21,Poor,Moderate,9.3,2.3600000000000003,1,1,high,0,True
13,7.2,8.1,2.1,2.52,0.4,medium,3,3,7,13,Good,At Risk,9.3,2.6129032258064515,1,0,low,2,False
17,2.0,4.5,1.7,2.65,0.0,medium,9,4,2,15,Poor,Healthy,3.7,1.6666666666666665,0,0,medium,0,True
18,6.8,6.6,2.0,2.76,1.0,low,3,4,4,11,Fair,At Risk,8.8,2.1999999999999997,1,1,low,1,False
16,2.3,8.0,1.9,2.12,0.4,high,7,4,4,15,Good,Healthy,4.199999999999999,2.7586206896551726,0,0,medium,2,True
14,1.7,8.7,0.7,3.98,0.8,high,1,1,1,3,Good,Healthy,2.4,5.117647058823529,0,0,low,2,False
15,3.9,8.5,2.1,3.19,0.6,high,7,9,9,25,Good,Moderate,6.0,2.7419354838709675,0,0,high,2,True
16,4.7,6.5,1.0,2.91,0.9,medium,5,7,3,15,Fair,Moderate,5.7,3.25,0,0,medium,1,False
